Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
Los Angeles Clippers,50,12125,40.5,85.4,.474,4.9,13.9,.354,35.6,71.5,.498,23.8,32.0,.746,14.2,33.3,47.5,24.4,9.3,6.4,17.3,23.1,109.7,2000
Denver Nuggets,50,12025,41.6,88.6,.469,5.2,14.1,.370,36.4,74.5,.488,22.0,29.5,.745,13.7,33.1,46.8,25.9,8.7,6.0,15.5,24.3,110.4,2000
Los Angeles Lakers*,82,19805,36.8,88.6,.416,4.8,14.8,.326,32.0,73.8,.434,19.7,26.5,.742,13.1,32.9,45.9,20.7,8.1,4.5,15.5,27.3,98.2,2001
San Antonio Spurs*,82,19855,38.4,90.3,.425,4.7,13.8,.343,33.7,76.5,.440,17.0,23.0,.739,13.1,32.1,45.2,22.2,8.6,5.7,15.7,25.2,98.6,2001
Phoenix Suns*,82,19805,36.4,85.9,.424,5.2,14.8,.352,31.2,71.1,.439,21.0,28.4,.739,13.8,31.8,45.6,21.9,9.4,5.5,18.3,23.1,99.0,2001
Philadelphia 76ers*,82,19830,37.4,86.1,.435,5.4,15.3,.356,32.0,70.8,.452,19.7,26.1,.755,13.9,32.7,46.6,23.9,8.2,6.9,18.9,25.8,100.0,2001
Portland Trail Blazers*,82,19780,38.1,88.5,.431,5.3,16.1,.330,32.8,72.4,.453,19.2,26.8,.716,13.2,30.0,43.2,23.0,8.8,4.7,16.0,25.3,100.8,2001
New York Knicks*,82,19830,36.8,86.8,.424,5.5,16.2,.338,31.3,70.6,.444,21.8,29.2,.747,12.6,33.1,45.7,21.8,8.2,4.8,15.8,24.4,100.9,2001
Miami Heat*,82,19830,37.5,89.0,.422,5.5,15.3,.361,32.0,73.8,.434,20.4,27.3,.748,13.1,31.6,44.7,21.4,8.4,4.9,15.5,24.2,101.0,2001
Charlotte Hornets*,82,19780,39.4,88.0,.448,5.3,14.0,.378,34.1,74.0,.461,17.4,23.3,.745,12.5,32.9,45.4,24.6,7.8,5.4,16.8,26.8,101.4,2001
Orlando Magic,82,19755,38.4,86.4,.445,5.4,15.9,.338,33.0,70.4,.469,19.6,26.3,.745,13.7,30.9,44.5,24.9,9.0,5.9,18.6,25.1,101.7,2001
Sacramento Kings*,82,19805,39.9,88.4,.452,4.8,13.7,.353,35.1,74.6,.470,17.5,23.3,.751,14.0,33.7,47.6,23.8,9.2,4.9,17.5,23.7,102.1,2001
Utah Jazz*,82,19755,37.7,84.6,.446,5.3,14.9,.354,32.4,69.7,.465,21.7,29.0,.746,12.0,30.3,42.3,22.0,8.0,5.6,17.2,27.4,102.3,2001
Minnesota Timberwolves*,82,19905,38.4,86.4,.445,5.0,14.0,.356,33.4,72.4,.462,21.6,28.7,.752,12.0,32.1,44.1,22.8,7.8,4.5,16.2,22.1,103.4,2001
Indiana Pacers*,82,19730,40.7,91.2,.446,4.3,13.1,.327,36.4,78.1,.466,18.0,23.8,.755,13.6,33.3,46.9,22.7,8.0,4.2,14.7,25.0,103.6,2001
Cleveland Cavaliers,82,19855,37.7,85.1,.443,5.3,15.5,.342,32.4,69.6,.465,23.4,30.1,.776,12.8,32.7,45.5,24.5,8.3,6.3,17.5,26.0,104.0,2001
Seattle SuperSonics*,82,19780,40.7,90.2,.451,5.7,16.8,.340,35.0,73.4,.477,17.5,23.3,.748,14.1,33.9,48.0,25.2,7.7,5.6,16.3,23.9,104.6,2001
Chicago Bulls,82,19805,39.5,86.7,.456,4.9,14.2,.341,34.7,72.4,.478,20.8,28.0,.741,13.5,32.7,46.3,25.8,11.6,6.2,16.9,26.6,104.6,2001
Toronto Raptors*,82,19755,39.4,86.9,.454,4.5,13.4,.339,34.9,73.5,.475,21.4,28.1,.764,12.6,33.5,46.2,23.5,7.3,5.7,16.4,24.6,104.9,2001
Boston Celtics,82,19730,38.1,81.1,.470,4.6,12.8,.361,33.4,68.3,.490,24.8,33.0,.753,11.0,32.6,43.6,23.1,8.2,6.1,17.9,24.8,105.6,2001
Houston Rockets,82,19830,41.4,90.9,.456,4.5,12.7,.354,37.0,78.2,.473,18.3,23.5,.779,13.2,31.5,44.7,23.9,9.4,5.6,14.5,23.6,105.7,2001
Detroit Pistons*,82,19830,39.5,84.8,.465,5.8,15.6,.371,33.7,69.2,.486,21.1,28.3,.746,12.3,31.7,44.0,24.0,8.2,5.0,17.7,28.1,105.8,2001
Denver Nuggets,82,19855,39.9,88.7,.450,5.1,14.4,.354,34.8,74.3,.469,20.8,27.7,.751,13.1,33.2,46.4,25.6,7.9,5.9,15.0,24.7,105.8,2001
New Jersey Nets,82,19830,40.9,88.2,.464,4.8,13.3,.363,36.1,74.9,.481,19.7,26.3,.747,14.8,34.8,49.5,24.4,7.4,6.1,17.9,24.5,106.3,2001
Washington Wizards,82,19805,39.3,85.6,.459,5.1,13.7,.371,34.2,71.8,.476,23.4,31.4,.744,12.6,31.6,44.2,23.4,9.0,6.6,16.0,25.7,107.0,2001
Dallas Mavericks,82,19730,41.3,90.4,.457,5.5,15.9,.345,35.8,74.4,.481,19.0,25.7,.740,16.0,34.8,50.9,24.4,7.7,5.3,16.9,23.2,107.2,2001
Milwaukee Bucks*,82,19855,39.5,86.6,.457,6.9,17.7,.391,32.6,68.9,.473,22.0,29.2,.752,13.5,30.9,44.4,25.9,8.3,4.4,17.0,24.4,107.9,2001
Atlanta Hawks,82,19830,42.4,93.1,.455,4.9,13.4,.367,37.4,79.7,.469,18.2,23.7,.769,13.9,32.6,46.5,24.9,8.6,5.3,13.2,24.1,107.9,2001
Golden State Warriors,82,19755,40.3,86.3,.467,5.4,14.8,.367,34.9,71.5,.488,22.3,29.6,.754,13.9,34.3,48.2,25.9,8.8,6.3,17.0,24.0,108.4,2001
Vancouver Grizzlies,82,19855,41.7,87.9,.474,4.8,14.4,.333,36.9,73.5,.502,20.3,26.4,.769,12.9,31.0,43.9,25.7,9.6,6.9,16.4,25.4,108.5,2001
Los Angeles Clippers,82,19705,42.5,89.2,.477,5.4,14.0,.387,37.1,75.2,.494,19.6,26.5,.741,13.5,35.0,48.5,25.6,8.1,4.9,15.2,22.4,110.1,2001
Phoenix Suns*,82,19805,36.3,83.6,.435,4.3,12.2,.349,32.1,71.4,.449,21.1,27.7,.761,11.7,33.7,45.4,21.5,8.9,5.4,18.6,23.7,98.0,2002
San Antonio Spurs*,82,19830,38.3,91.5,.419,4.6,14.1,.329,33.7,77.4,.435,16.7,22.5,.741,13.1,32.9,45.9,21.8,8.1,5.8,15.0,26.3,98.0,2002
New York Knicks*,82,19905,35.7,85.7,.417,6.2,17.6,.352,29.5,68.1,.434,20.6,28.0,.733,12.1,33.6,45.8,21.9,8.3,4.7,16.9,24.4,98.2,2002
Miami Heat*,82,19880,37.4,86.8,.431,5.0,15.1,.331,32.5,71.7,.452,18.6,25.2,.737,12.7,35.0,47.7,19.7,8.3,5.9,17.7,25.3,98.5,2002
Philadelphia 76ers*,82,19855,38.3,89.4,.429,5.7,16.7,.342,32.6,72.7,.448,16.6,22.1,.749,13.1,31.6,44.7,23.6,9.0,6.1,16.8,25.9,98.9,2002
Charlotte Hornets*,82,19880,37.4,87.8,.426,5.3,14.6,.360,32.1,73.2,.439,19.5,25.8,.756,12.0,32.9,44.9,23.6,8.3,5.1,16.3,23.9,99.5,2002
Sacramento Kings*,82,20080,39.1,90.4,.432,5.1,14.3,.355,34.0,76.1,.447,16.3,21.8,.749,14.2,33.5,47.7,23.0,8.4,6.0,16.9,22.4,99.6,2002
Detroit Pistons,82,19855,38.0,87.4,.434,5.5,15.7,.348,32.5,71.7,.453,20.4,27.7,.736,12.9,34.1,47.0,23.7,8.5,5.1,16.3,26.3,101.8,2002
Portland Trail Blazers*,82,19780,38.4,87.6,.438,5.5,15.0,.368,32.8,72.6,.452,19.5,26.3,.744,12.9,30.5,43.3,23.8,8.8,4.4,16.6,23.7,101.8,2002
Orlando Magic*,82,19955,36.5,83.9,.435,4.7,13.7,.346,31.8,70.2,.453,24.3,33.1,.735,13.7,33.7,47.4,23.1,9.0,5.7,18.2,25.1,102.1,2002
Indiana Pacers*,82,19980,38.0,89.8,.423,5.1,15.1,.336,32.9,74.7,.441,21.1,27.9,.758,14.0,33.5,47.5,22.8,7.9,5.2,15.0,25.3,102.2,2002
Utah Jazz*,82,19780,36.1,82.1,.439,5.5,16.1,.343,30.5,66.0,.462,24.7,32.3,.765,11.8,29.5,41.3,21.1,9.4,6.1,17.8,27.1,102.4,2002
Dallas Mavericks*,82,19805,38.2,87.0,.439,5.0,14.8,.334,33.2,72.2,.460,21.2,29.0,.731,13.9,34.1,48.0,23.1,8.1,4.9,16.6,24.0,102.6,2002
Toronto Raptors*,82,19955,39.8,88.9,.447,5.0,13.8,.363,34.8,75.1,.463,18.8,25.0,.754,12.2,33.2,45.5,22.4,7.4,5.8,15.3,23.7,103.4,2002
Minnesota Timberwolves*,82,19830,39.2,86.8,.452,4.6,13.1,.351,34.6,73.7,.470,20.7,28.5,.724,12.7,33.0,45.8,24.2,7.7,4.7,16.4,21.8,103.7,2002
Boston Celtics,82,19830,38.4,83.6,.459,5.6,15.3,.368,32.8,68.3,.480,21.4,28.5,.750,11.6,34.6,46.3,24.6,8.5,5.8,18.3,24.9,103.7,2002
Houston Rockets,82,19830,40.4,90.1,.449,4.8,13.6,.354,35.6,76.6,.465,18.5,24.9,.744,13.2,32.4,45.6,23.2,8.1,5.4,14.6,23.7,104.2,2002
Atlanta Hawks,82,19730,38.7,87.4,.442,5.2,14.3,.367,33.4,73.1,.457,21.8,28.5,.765,13.6,33.5,47.1,23.0,9.2,6.8,16.0,22.4,104.3,2002
Los Angeles Clippers,82,20030,40.0,90.9,.440,4.7,14.4,.329,35.3,76.5,.461,19.7,26.5,.743,13.9,32.6,46.5,23.9,8.5,5.5,14.0,24.0,104.5,2002
Milwaukee Bucks*,82,19780,38.3,87.3,.439,5.8,16.4,.352,32.6,70.8,.460,22.1,28.8,.768,13.4,32.8,46.1,24.8,7.8,4.6,16.8,23.4,104.6,2002
Los Angeles Lakers*,82,19905,39.2,89.6,.438,5.4,15.3,.354,33.8,74.2,.455,21.0,27.8,.754,12.9,31.6,44.5,21.8,8.1,4.3,14.1,26.3,104.8,2002
Cleveland Cavaliers,82,19830,38.8,87.3,.445,5.6,15.3,.365,33.2,72.0,.462,21.7,28.2,.768,13.1,31.8,45.0,24.9,9.2,7.2,16.3,24.0,104.9,2002
New Jersey Nets,82,19730,38.9,85.5,.455,5.7,15.7,.360,33.2,69.7,.477,22.0,29.6,.746,13.3,34.7,48.0,24.4,8.2,6.9,17.3,23.9,105.5,2002
Seattle SuperSonics,82,19805,40.7,89.8,.453,6.2,17.9,.349,34.5,71.9,.480,17.9,24.1,.742,13.8,32.2,46.0,25.9,8.6,6.7,16.3,24.0,105.6,2002
Vancouver Grizzlies,82,19780,41.6,89.9,.463,5.1,14.2,.362,36.4,75.7,.482,17.4,23.8,.732,13.9,33.5,47.5,25.6,9.4,6.3,16.1,23.4,105.8,2002
Denver Nuggets,82,19780,40.4,90.5,.446,5.4,15.3,.356,34.9,75.3,.464,20.2,26.8,.753,13.3,34.6,47.9,26.7,7.7,6.5,14.1,23.0,106.3,2002
Chicago Bulls,82,19855,40.4,85.7,.472,4.7,13.2,.356,35.7,72.5,.493,21.7,29.8,.730,13.0,34.5,47.5,26.1,8.6,5.8,16.5,23.7,107.3,2002
Golden State Warriors,82,19780,41.0,86.9,.472,5.7,14.9,.379,35.3,72.0,.491,19.7,25.9,.760,13.4,34.7,48.1,26.4,9.3,6.4,17.4,22.8,107.4,2002
Washington Wizards,82,19680,40.8,86.8,.470,5.7,14.4,.396,35.1,72.4,.485,20.5,27.5,.747,12.3,31.7,44.0,25.0,9.1,6.7,16.2,26.0,107.8,2002
New Jersey Nets*,82,19830,37.7,87.9,.429,5.4,15.5,.348,32.3,72.4,.446,18.8,24.9,.753,13.2,33.2,46.4,20.6,8.8,5.8,17.4,22.0,99.5,2003
San Antonio Spurs*,82,19855,38.7,91.0,.426,5.0,14.9,.338,33.7,76.1,.443,17.2,22.2,.777,13.5,32.6,46.1,20.7,8.5,5.7,16.0,25.5,99.7,2003
Miami Heat,82,19930,36.7,86.5,.425,5.2,15.3,.342,31.5,71.2,.442,21.6,29.3,.736,12.3,34.2,46.5,20.1,8.5,4.9,15.6,23.5,100.2,2003
Philadelphia 76ers*,82,19730,37.9,89.0,.426,6.0,18.1,.331,31.9,70.9,.451,18.5,24.6,.751,13.4,32.1,45.6,24.2,9.0,6.3,16.5,25.0,100.3,2003
Boston Celtics*,82,19830,36.6,86.1,.425,6.7,19.8,.340,29.9,66.3,.450,21.1,27.4,.771,12.5,36.7,49.2,23.6,8.2,6.2,17.5,22.7,101.0,2003
Sacramento Kings*,82,19755,39.8,90.4,.440,4.9,14.6,.337,34.9,75.8,.460,16.7,22.4,.744,13.5,33.3,46.8,23.4,8.0,4.9,15.8,23.2,101.1,2003
Los Angeles Lakers*,82,19780,37.8,89.3,.424,5.3,16.6,.317,32.6,72.7,.448,20.8,27.3,.761,13.4,33.3,46.7,21.6,7.7,4.7,15.1,24.9,101.7,2003
Detroit Pistons*,82,19680,39.6,88.7,.447,4.9,13.5,.362,34.8,75.2,.462,18.3,24.2,.755,13.4,34.0,47.4,22.2,8.8,4.5,17.2,25.4,102.4,2003
Toronto Raptors*,82,19755,38.6,87.5,.441,5.2,14.9,.346,33.4,72.6,.461,20.7,27.5,.752,13.6,33.3,47.0,22.3,8.6,5.4,17.1,22.1,103.1,2003
Charlotte Hornets*,82,19755,38.6,89.3,.432,5.9,15.7,.375,32.7,73.7,.444,20.2,26.3,.768,13.0,32.5,45.6,22.2,8.5,5.7,15.4,23.1,103.3,2003
Indiana Pacers*,82,19905,39.0,89.2,.438,5.5,15.7,.348,33.6,73.4,.457,20.2,27.0,.749,13.7,33.0,46.7,23.2,8.1,6.1,15.4,24.3,103.8,2003
Portland Trail Blazers*,82,19830,40.0,88.2,.453,6.3,17.4,.363,33.7,70.8,.476,17.8,24.0,.741,12.1,31.5,43.6,26.3,8.3,5.6,16.4,22.4,104.0,2003
Phoenix Suns,82,19830,39.1,88.2,.444,5.7,16.0,.358,33.4,72.2,.463,20.0,26.6,.751,13.6,33.0,46.6,24.1,9.1,6.3,16.7,20.1,104.0,2003
Utah Jazz*,82,19830,37.2,83.4,.447,6.2,16.3,.383,31.0,67.1,.462,23.9,31.0,.771,12.4,29.6,42.0,21.3,10.0,7.3,18.4,27.7,104.6,2003
Orlando Magic*,82,19830,40.5,88.7,.456,5.3,15.1,.352,35.2,73.6,.478,19.1,25.9,.737,14.1,34.2,48.3,25.1,8.6,5.0,16.8,22.6,105.3,2003
Minnesota Timberwolves*,82,19805,39.7,89.1,.445,6.6,17.7,.372,33.1,71.4,.463,19.4,26.2,.742,12.2,31.1,43.3,24.8,7.3,5.4,14.7,22.4,105.3,2003
Seattle SuperSonics*,82,19830,40.3,89.8,.449,6.4,18.7,.344,33.9,71.1,.477,18.5,25.1,.739,14.8,31.6,46.4,24.9,7.7,5.4,17.0,22.1,105.6,2003
New York Knicks,82,19805,39.5,88.7,.445,6.0,17.0,.353,33.5,71.8,.467,20.9,27.6,.757,13.0,34.3,47.3,23.8,9.3,5.2,14.9,22.6,105.9,2003
Los Angeles Clippers,82,19805,41.3,92.4,.448,5.5,15.4,.355,35.9,77.0,.466,17.9,24.0,.745,14.3,32.0,46.3,25.0,8.2,5.9,14.2,23.9,106.0,2003
Memphis Grizzlies,82,19780,41.5,90.9,.457,5.3,14.8,.358,36.2,76.1,.476,17.9,23.8,.753,15.1,34.1,49.2,26.1,10.4,6.1,16.1,23.8,106.3,2003
Atlanta Hawks,82,19780,40.5,88.2,.459,6.2,17.6,.355,34.2,70.6,.485,19.2,25.8,.744,13.3,33.3,46.6,24.5,9.3,6.7,16.4,21.8,106.4,2003
Washington Wizards,82,19730,40.7,90.0,.452,5.8,16.4,.354,34.9,73.6,.474,19.2,25.5,.755,13.2,32.7,45.9,25.0,7.9,5.7,15.1,23.6,106.4,2003
Milwaukee Bucks,82,19905,40.3,91.5,.441,6.6,18.4,.358,33.7,73.1,.461,19.9,26.3,.757,14.0,32.6,46.6,25.2,8.0,4.8,14.1,21.9,107.1,2003
Chicago Bulls,82,19805,40.5,87.2,.465,5.6,15.8,.358,34.9,71.4,.488,20.9,28.0,.746,12.6,34.2,46.8,27.7,9.1,5.3,15.8,23.0,107.6,2003
Dallas Mavericks*,82,19880,40.2,89.1,.452,5.9,16.8,.350,34.4,72.3,.475,21.3,28.4,.751,13.8,33.8,47.7,24.3,7.7,4.9,15.0,23.3,107.7,2003
Denver Nuggets,82,19805,40.3,87.7,.459,5.7,15.7,.361,34.6,72.0,.481,21.5,28.8,.747,13.3,33.9,47.3,26.4,9.0,7.5,15.7,22.1,107.8,2003
Cleveland Cavaliers,82,19855,40.9,89.4,.457,6.3,16.1,.394,34.5,73.3,.471,20.2,27.0,.748,12.4,31.9,44.3,26.6,8.1,6.1,14.2,21.9,108.2,2003
Golden State Warriors,82,19780,41.2,89.8,.459,5.2,14.9,.348,36.1,74.9,.482,20.8,27.3,.763,14.1,31.5,45.6,25.7,9.1,6.6,15.1,25.0,108.5,2003
Houston Rockets,82,19980,43.5,93.6,.464,5.0,14.0,.360,38.4,79.6,.482,16.6,22.1,.752,14.2,34.1,48.4,25.0,7.8,5.7,13.5,22.4,108.6,2003
New Jersey Nets*,82,19755,36.6,85.7,.427,5.6,15.7,.359,30.9,70.0,.442,19.3,25.8,.749,12.4,32.7,45.0,21.3,9.2,5.6,18.0,24.9,98.1,2004
Sacramento Kings*,82,19830,38.0,90.4,.420,4.7,14.8,.320,33.2,75.6,.439,18.5,24.9,.741,14.5,33.2,47.7,22.3,8.7,4.5,16.0,20.7,99.1,2004
San Antonio Spurs*,82,19830,38.5,90.1,.427,4.8,14.0,.339,33.7,76.1,.443,17.9,23.4,.768,13.8,31.2,45.1,21.0,8.9,5.7,16.6,25.7,99.7,2004
Detroit Pistons*,82,19905,38.1,87.1,.438,4.0,11.7,.344,34.1,75.4,.452,19.6,26.3,.746,11.9,35.1,47.1,20.9,7.9,4.9,16.0,26.5,99.9,2004
Indiana Pacers*,82,19905,37.7,88.1,.428,5.4,15.8,.340,32.3,72.3,.447,20.1,26.2,.767,13.2,32.4,45.6,22.3,8.2,6.8,16.6,25.3,100.8,2004
Denver Nuggets,82,19730,36.0,81.3,.443,5.6,15.2,.370,30.4,66.2,.460,23.6,31.2,.757,11.5,32.6,44.2,23.6,9.9,7.2,18.8,23.9,101.3,2004
New Orleans Hornets*,82,19905,38.6,88.0,.438,4.6,13.5,.338,34.0,74.4,.457,19.9,26.0,.766,12.3,32.0,44.2,22.0,8.7,5.8,16.1,23.7,101.6,2004
Boston Celtics*,82,19830,37.3,85.9,.435,6.2,18.6,.331,31.2,67.3,.464,20.8,27.8,.749,12.5,36.6,49.1,24.3,8.2,4.9,17.5,23.9,101.6,2004
Dallas Mavericks*,82,19780,38.4,87.7,.438,6.3,18.4,.340,32.1,69.3,.463,19.4,26.6,.727,13.7,35.2,48.9,23.4,7.2,4.2,17.3,22.9,102.3,2004
Miami Heat,82,19830,37.4,85.5,.437,5.6,15.8,.353,31.8,69.7,.456,22.0,29.3,.751,12.0,35.6,47.7,20.4,8.6,6.0,16.2,23.0,102.4,2004
Phoenix Suns*,82,19805,38.6,88.1,.438,5.8,18.0,.320,32.8,70.1,.468,19.6,25.6,.766,13.6,32.9,46.6,24.1,8.5,6.0,17.3,23.3,102.5,2004
Philadelphia 76ers*,82,19855,38.0,84.1,.452,6.0,16.9,.354,32.0,67.2,.476,20.5,26.9,.760,12.0,31.7,43.7,23.9,8.4,6.9,18.6,24.9,102.5,2004
Houston Rockets,82,19930,39.2,90.6,.433,5.2,15.1,.347,34.0,75.5,.450,19.0,24.5,.775,13.3,31.9,45.2,22.8,9.0,5.2,14.7,24.3,102.6,2004
Portland Trail Blazers*,82,19855,39.8,88.4,.450,5.9,17.4,.341,33.9,71.1,.476,17.1,22.4,.764,12.3,31.0,43.3,25.2,9.2,5.3,17.2,22.6,102.6,2004
Utah Jazz*,82,19780,37.4,86.2,.434,5.9,17.0,.349,31.4,69.2,.454,22.1,29.1,.759,13.7,28.8,42.5,21.8,9.8,5.8,17.7,26.5,102.8,2004
Minnesota Timberwolves*,82,19805,39.6,90.6,.437,6.2,18.0,.347,33.4,72.6,.460,18.4,24.4,.752,12.8,32.2,45.1,24.7,7.5,5.3,14.7,22.2,103.8,2004
Seattle SuperSonics,82,19855,39.4,88.2,.447,6.5,18.8,.344,32.9,69.4,.475,18.5,25.0,.742,12.9,33.8,46.7,23.4,6.9,5.6,16.6,22.9,103.9,2004
Washington Wizards,82,19830,39.5,89.3,.442,6.2,17.1,.362,33.3,72.3,.461,19.0,24.6,.771,13.0,33.6,46.6,24.4,8.4,4.9,16.1,24.8,104.1,2004
Los Angeles Lakers*,82,19930,38.8,87.6,.443,6.1,15.9,.380,32.7,71.6,.456,21.1,27.8,.760,12.5,32.5,45.0,22.8,8.4,4.0,15.5,24.9,104.7,2004
Orlando Magic*,82,19805,39.1,85.9,.455,5.3,15.8,.334,33.9,70.2,.483,21.5,28.0,.767,12.6,33.8,46.4,23.9,8.4,5.4,17.5,23.7,105.0,2004
Chicago Bulls,82,19930,38.5,87.8,.439,5.5,17.2,.323,33.0,70.6,.467,23.1,30.8,.749,14.4,33.1,47.5,25.1,9.9,5.3,15.5,23.1,105.6,2004
Atlanta Hawks,82,19905,40.0,91.6,.437,5.9,16.5,.359,34.1,75.1,.454,20.3,26.7,.760,14.2,32.1,46.3,23.5,9.8,5.4,14.2,22.1,106.1,2004
New York Knicks,82,19855,39.4,86.3,.457,4.8,14.0,.340,34.7,72.3,.480,22.5,29.2,.771,12.5,34.8,47.3,23.1,8.4,4.1,15.7,21.7,106.2,2004
Cleveland Cavaliers,82,19830,39.6,87.4,.453,5.5,15.4,.358,34.1,72.0,.473,22.0,28.6,.772,12.0,32.1,44.1,25.4,10.3,6.4,15.0,22.0,106.7,2004
Los Angeles Clippers,82,19755,40.4,90.3,.447,6.0,16.5,.365,34.3,73.7,.466,20.0,25.9,.774,13.9,32.7,46.6,24.5,8.7,5.6,15.3,24.5,106.8,2004
Toronto Raptors,82,19805,41.0,88.9,.461,5.0,13.3,.375,36.0,75.6,.476,20.1,26.5,.759,13.2,35.1,48.2,23.3,8.1,5.5,15.2,23.0,107.0,2004
Memphis Grizzlies,82,19930,41.9,91.1,.460,5.6,15.4,.363,36.3,75.6,.480,17.9,23.6,.759,14.6,33.2,47.8,25.9,9.3,5.6,15.8,23.2,107.3,2004
Milwaukee Bucks*,82,19905,40.6,88.6,.458,6.4,17.0,.375,34.2,71.6,.478,21.0,28.2,.745,13.6,33.9,47.5,25.2,7.2,4.4,15.8,22.5,108.6,2004
Golden State Warriors,82,19755,41.8,92.5,.452,5.6,15.2,.372,36.1,77.3,.467,20.3,26.9,.756,15.5,30.8,46.3,24.9,9.2,6.3,14.5,25.0,109.5,2004
San Antonio Spurs*,82,19755,35.6,87.0,.409,4.2,13.0,.327,31.4,74.1,.423,18.7,25.1,.744,12.4,33.5,45.9,19.3,8.6,5.2,17.1,25.0,94.1,2005
Detroit Pistons*,82,19780,36.4,88.1,.413,4.9,16.3,.302,31.4,71.8,.438,17.8,23.9,.744,13.5,32.5,46.0,21.6,9.0,5.7,18.1,25.9,95.4,2005
Indiana Pacers*,82,19805,37.0,85.6,.432,4.6,14.0,.324,32.4,71.5,.453,18.7,24.9,.750,12.0,33.6,45.6,22.8,8.1,7.1,18.0,24.8,97.2,2005
New Jersey Nets*,82,19705,36.7,85.8,.427,5.7,16.2,.350,31.0,69.6,.445,19.0,24.9,.761,11.9,33.7,45.5,22.2,8.9,5.1,18.0,23.7,98.0,2005
Houston Rockets*,82,19930,36.1,87.8,.412,6.3,16.8,.372,29.9,71.0,.421,20.4,27.8,.737,12.4,32.2,44.7,23.2,9.7,4.9,15.1,23.2,99.0,2005
Minnesota Timberwolves*,82,19755,37.4,90.5,.414,5.4,16.1,.334,32.0,74.3,.431,19.5,25.8,.753,13.7,32.8,46.4,23.2,7.5,4.0,15.1,22.6,99.7,2005
Toronto Raptors,82,19980,37.7,88.1,.428,3.8,12.3,.307,33.9,75.8,.447,21.3,28.4,.747,14.3,36.8,51.2,21.0,8.2,4.6,16.6,22.4,100.4,2005
Los Angeles Lakers*,82,19855,38.2,87.0,.440,5.5,16.3,.337,32.7,70.6,.464,19.3,25.7,.749,12.1,33.5,45.6,22.4,8.1,4.0,16.4,26.5,101.3,2005
Miami Heat*,82,19755,36.7,85.7,.428,6.0,17.3,.343,30.8,68.4,.450,22.3,29.0,.768,12.3,34.3,46.7,21.1,8.0,6.1,16.7,23.9,101.7,2005
Philadelphia 76ers,82,19855,37.8,87.5,.432,6.1,18.2,.333,31.7,69.2,.458,20.2,27.2,.744,13.7,32.9,46.6,24.0,9.3,6.4,17.1,24.1,101.9,2005
Memphis Grizzlies*,82,19880,37.8,86.6,.436,4.9,14.4,.338,32.9,72.1,.456,21.7,28.4,.764,14.5,33.1,47.7,22.1,8.9,6.1,18.4,25.0,102.2,2005
New Orleans Hornets*,82,19830,38.6,87.5,.441,6.0,17.7,.341,32.6,69.8,.467,19.1,25.5,.750,13.2,33.6,46.8,24.3,8.3,5.8,17.4,23.6,102.4,2005
Denver Nuggets*,82,19730,39.3,86.8,.453,4.9,13.8,.356,34.4,73.1,.471,19.2,26.3,.728,13.8,32.1,45.9,25.2,8.7,6.2,18.2,24.7,102.7,2005
Utah Jazz,82,19780,35.6,82.4,.432,5.8,16.9,.343,29.8,65.4,.455,26.3,34.1,.771,12.2,29.9,42.0,21.4,9.3,7.4,17.7,28.0,103.3,2005
New York Knicks*,82,19880,37.6,87.5,.429,5.6,16.6,.338,32.0,71.0,.450,22.6,29.6,.763,12.8,33.0,45.8,22.6,9.1,5.2,15.3,21.6,103.3,2005
Chicago Bulls,82,19830,37.8,86.8,.436,5.8,16.2,.355,32.1,70.6,.454,22.0,29.4,.748,13.3,35.2,48.5,24.8,9.1,5.9,16.4,22.1,103.4,2005
Boston Celtics*,82,19705,37.8,86.6,.437,7.3,20.1,.362,30.6,66.6,.459,20.7,28.2,.736,14.0,33.0,47.0,24.6,9.4,5.3,18.4,23.8,103.7,2005
Golden State Warriors,82,19855,39.7,89.3,.445,5.6,14.9,.374,34.1,74.4,.459,18.8,25.2,.746,13.2,34.1,47.3,23.7,9.0,5.6,15.4,24.2,103.8,2005
Cleveland Cavaliers,82,19855,39.3,89.9,.437,5.7,15.5,.371,33.6,74.5,.451,19.8,26.5,.749,12.9,32.9,45.9,23.7,8.4,5.8,14.3,22.0,104.2,2005
Washington Wizards,82,19830,40.2,88.4,.454,5.6,16.2,.342,34.6,72.2,.479,18.9,24.6,.771,13.7,33.1,46.8,25.8,10.3,5.9,17.3,23.4,104.8,2005
Sacramento Kings*,82,19780,41.1,90.5,.454,5.3,15.8,.339,35.7,74.7,.478,17.4,23.3,.749,14.1,33.0,47.1,22.8,8.5,5.4,16.0,23.8,104.9,2005
Portland Trail Blazers,82,19980,41.2,91.5,.450,5.8,17.0,.341,35.3,74.5,.475,17.0,22.5,.753,14.2,31.9,46.1,26.6,9.2,5.4,15.6,21.4,105.1,2005
Milwaukee Bucks*,82,19780,40.2,89.0,.452,6.0,17.2,.352,34.2,71.9,.475,18.9,25.6,.739,13.0,33.4,46.4,24.8,8.1,5.4,15.4,24.9,105.4,2005
