Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
Chicago Bulls,82,19905,42.2,89.1,.473,12.1,33.0,.365,30.1,56.1,.537,16.8,22.0,.763,10.0,36.4,46.4,25.5,7.3,5.8,13.3,18.7,113.2,2020
New York Knicks,82,19780,41.8,89.6,.467,11.8,32.6,.363,30.0,57.0,.527,18.2,23.7,.766,10.7,36.7,47.5,25.6,7.4,5.6,13.2,20.8,113.7,2020
Atlanta Hawks,82,19855,40.8,86.3,.473,11.8,32.8,.359,29.0,53.5,.543,20.5,27.0,.758,10.1,33.8,43.9,25.6,9.4,5.2,14.4,21.1,113.9,2020
Washington Wizards,82,19930,42.3,88.2,.480,11.8,31.9,.370,30.5,56.3,.542,17.5,22.5,.778,11.1,34.9,46.0,25.6,7.5,4.5,15.3,20.7,113.9,2020
Phoenix Suns,82,19880,41.8,86.8,.482,11.0,29.5,.372,30.9,57.4,.538,20.5,27.2,.753,11.7,34.8,46.5,25.5,8.9,4.9,15.4,20.3,115.1,2020
Cleveland Cavaliers,82,19755,44.5,89.9,.495,12.4,32.6,.380,32.1,57.3,.561,16.3,21.1,.770,9.8,35.6,45.5,26.5,7.1,5.8,12.8,20.0,117.6,2020
Milwaukee Bucks*,73,17595,36.9,89.0,.414,13.2,37.3,.355,23.7,51.8,.457,15.8,20.1,.787,9.0,34.4,43.4,22.9,7.0,4.2,13.4,20.6,102.9,2021
Toronto Raptors*,72,17380,37.2,87.0,.428,12.9,38.3,.337,24.3,48.7,.499,17.6,22.9,.769,10.8,34.6,45.4,25.2,7.1,5.4,16.6,20.1,105.0,2021
Los Angeles Lakers*,71,17090,38.6,86.1,.448,11.5,33.0,.349,27.1,53.1,.510,17.7,22.6,.781,9.3,32.5,41.7,23.1,8.1,3.7,15.7,21.5,106.3,2021
Boston Celtics*,72,17430,38.3,86.8,.441,11.8,34.7,.340,26.5,52.1,.508,18.7,24.4,.767,10.3,33.9,44.2,22.3,7.1,5.5,15.2,20.6,107.0,2021
Los Angeles Clippers*,72,17380,38.7,88.3,.438,12.0,34.9,.345,26.7,53.4,.499,18.2,24.0,.756,10.5,33.9,44.4,23.2,7.3,4.6,13.8,22.4,107.6,2021
Indiana Pacers*,73,17620,39.7,88.9,.446,11.5,33.8,.341,28.2,55.1,.511,17.1,21.7,.788,10.4,35.0,45.5,23.2,6.9,4.6,14.7,18.9,108.0,2021
Oklahoma City Thunder*,72,17430,40.9,90.0,.455,11.3,33.4,.340,29.6,56.6,.523,15.6,19.6,.795,10.5,34.5,45.0,23.1,7.0,4.0,14.3,22.9,108.8,2021
Philadelphia 76ers*,73,17595,40.0,86.4,.463,10.5,29.6,.353,29.6,56.8,.520,18.5,24.6,.751,8.7,33.4,42.1,22.9,7.0,4.0,13.9,20.6,109.0,2021
Miami Heat*,73,17745,38.9,87.0,.448,13.1,37.9,.347,25.8,49.1,.525,18.5,23.7,.783,9.3,33.4,42.7,24.7,7.5,4.2,14.1,21.8,109.5,2021
Orlando Magic*,73,17570,40.9,87.9,.465,12.4,34.0,.364,28.5,53.9,.529,15.4,20.0,.771,9.1,36.2,45.4,25.0,7.1,4.7,14.8,19.7,109.5,2021
Brooklyn Nets*,72,17480,40.3,90.5,.446,11.9,33.9,.350,28.5,56.6,.503,16.9,22.0,.769,10.4,34.4,44.8,22.1,7.5,5.1,12.4,20.6,109.5,2021
Chicago Bulls,65,15675,39.5,82.4,.479,11.2,31.6,.353,28.3,50.8,.557,19.7,26.0,.759,10.1,35.3,45.5,25.4,8.1,5.9,18.2,19.1,109.8,2021
Utah Jazz*,72,17355,41.1,90.0,.457,11.1,31.3,.353,30.0,58.6,.512,16.6,21.7,.767,9.6,33.5,43.1,21.7,7.9,4.6,12.5,21.0,109.9,2021
Houston Rockets*,72,17380,40.5,87.7,.462,11.7,33.6,.349,28.8,54.1,.532,17.3,22.7,.761,10.7,35.2,45.9,24.2,7.7,4.7,15.5,20.2,110.1,2021
Memphis Grizzlies,73,17570,39.4,87.6,.450,12.5,34.3,.365,26.9,53.3,.504,19.0,24.3,.782,10.0,33.5,43.5,24.1,7.8,5.1,14.3,19.6,110.3,2021
Denver Nuggets*,73,17745,40.7,87.9,.463,12.3,34.4,.358,28.3,53.4,.530,17.4,22.9,.759,10.2,33.1,43.4,25.8,7.3,4.5,14.5,20.8,111.0,2021
Phoenix Suns,73,17595,40.5,85.9,.472,11.4,31.4,.363,29.1,54.4,.535,19.0,24.1,.788,8.9,33.6,42.6,23.2,7.8,5.4,15.3,22.3,111.4,2021
Dallas Mavericks*,75,18175,41.8,91.3,.458,12.2,34.8,.351,29.6,56.5,.523,16.0,21.0,.760,10.4,34.9,45.3,23.9,7.0,4.1,11.9,21.3,111.7,2021
New Orleans Pelicans,72,17430,40.8,87.8,.465,11.7,32.4,.361,29.2,55.4,.526,18.6,23.6,.789,9.6,33.2,42.8,23.4,8.2,4.6,13.9,20.2,111.9,2021
Minnesota Timberwolves,64,15560,41.2,86.3,.477,11.0,30.4,.363,30.1,55.9,.539,18.8,24.1,.783,9.7,35.5,45.2,23.3,7.4,5.3,14.8,20.6,112.2,2021
Sacramento Kings,72,17455,40.3,85.6,.471,12.4,34.8,.357,27.9,50.8,.549,19.2,24.3,.790,9.1,34.5,43.6,24.9,7.7,4.2,15.2,19.5,112.2,2021
Detroit Pistons,66,15965,42.6,88.8,.480,10.9,30.1,.361,31.8,58.7,.541,16.5,21.2,.777,10.3,34.0,44.2,25.0,8.4,5.7,14.2,20.1,112.7,2021
New York Knicks,66,15965,40.1,86.6,.463,13.4,35.1,.381,26.7,51.5,.520,19.4,25.9,.749,9.6,34.8,44.5,24.5,7.2,5.1,13.8,19.9,113.0,2021
Charlotte Hornets,65,15750,43.1,90.5,.476,12.8,36.2,.352,30.3,54.2,.558,14.4,19.0,.758,11.3,36.2,47.5,27.5,8.3,5.2,14.9,21.3,113.3,2021
San Antonio Spurs,71,17215,41.7,88.9,.469,12.9,34.6,.373,28.8,54.3,.530,17.2,22.1,.777,9.2,35.4,44.6,25.3,6.7,4.3,13.0,19.8,113.5,2021
Golden State Warriors,65,15725,41.7,87.6,.476,13.4,34.4,.389,28.4,53.2,.533,16.9,21.6,.783,10.1,35.9,46.0,25.8,8.2,4.9,15.5,19.9,113.8,2021
Portland Trail Blazers*,74,17835,41.3,90.6,.456,13.4,35.0,.383,27.9,55.6,.501,18.8,24.4,.771,11.4,35.0,46.3,24.6,6.7,4.9,12.7,19.9,114.8,2021
Atlanta Hawks,67,16280,41.5,87.0,.478,11.4,31.4,.363,30.1,55.6,.542,20.3,26.3,.772,10.7,34.4,45.1,24.0,8.6,6.1,14.4,20.1,114.8,2021
Cleveland Cavaliers,65,15725,44.1,89.9,.491,12.4,33.2,.375,31.7,56.7,.558,14.8,19.3,.767,9.8,33.3,43.1,26.3,9.5,6.4,13.1,19.8,115.4,2021
Washington Wizards,72,17355,41.8,85.7,.488,12.1,32.1,.376,29.7,53.6,.555,19.8,25.5,.778,10.1,34.6,44.8,24.4,7.3,4.9,15.7,21.6,115.5,2021
Los Angeles Lakers*,72,17455,39.9,86.7,.460,11.4,32.3,.352,28.5,54.3,.524,15.9,20.6,.776,8.8,33.3,42.2,24.7,8.3,4.6,15.3,21.3,107.1,2022
Philadelphia 76ers*,72,17430,39.2,86.6,.453,11.9,32.9,.360,27.4,53.7,.510,17.3,22.7,.764,9.7,33.0,42.7,23.4,7.2,4.6,15.5,20.9,107.6,2022
New York Knicks*,72,17430,39.2,89.1,.440,12.4,36.8,.337,26.8,52.3,.512,17.5,22.9,.761,10.0,35.6,45.5,24.3,6.8,5.6,13.2,18.5,108.2,2022
Utah Jazz*,72,17355,41.3,92.4,.447,11.0,32.2,.341,30.3,60.2,.504,14.7,19.1,.768,9.9,33.1,43.1,22.5,7.8,4.0,11.6,19.2,108.3,2022
Golden State Warriors,72,17305,39.3,87.0,.452,12.1,33.7,.359,27.2,53.3,.511,19.4,24.9,.778,10.4,35.8,46.2,23.2,7.7,4.2,14.7,19.1,110.1,2022
Memphis Grizzlies*,72,17405,40.6,87.7,.462,12.7,34.7,.367,27.8,53.0,.525,17.2,21.8,.788,9.7,34.5,44.2,25.1,7.6,5.2,14.7,18.1,111.0,2022
Miami Heat*,72,17380,40.2,87.7,.459,14.7,40.2,.365,25.6,47.5,.538,16.0,20.5,.782,9.8,34.4,44.1,26.5,7.7,4.1,15.5,20.2,111.2,2022
Los Angeles Clippers*,72,17280,41.4,89.2,.464,11.9,33.5,.356,29.4,55.6,.529,16.6,21.3,.777,9.4,33.1,42.5,23.6,7.3,4.4,13.3,18.7,111.2,2022
Phoenix Suns*,72,17480,41.2,88.2,.467,11.8,33.3,.354,29.4,54.9,.535,17.1,22.0,.778,9.5,33.9,43.4,23.3,7.0,3.6,13.9,18.3,111.3,2022
Milwaukee Bucks*,72,17330,41.4,90.6,.456,14.5,37.6,.384,26.9,53.0,.507,14.3,18.3,.780,9.4,33.0,42.4,24.4,6.9,4.7,12.8,17.9,111.4,2022
Chicago Bulls,72,17380,41.6,88.0,.473,11.6,32.5,.356,30.0,55.6,.541,17.3,22.3,.774,8.7,33.6,42.3,24.2,8.6,5.1,12.8,17.8,112.0,2022
Denver Nuggets*,72,17480,40.8,86.9,.469,13.2,36.3,.363,27.6,50.6,.545,17.4,22.5,.773,9.2,32.7,41.9,26.4,7.6,4.6,14.3,19.5,112.1,2022
Indiana Pacers,72,17455,41.6,89.0,.468,11.2,30.7,.366,30.4,58.4,.521,17.9,22.9,.782,11.0,34.6,45.6,25.4,7.2,5.2,14.4,17.7,112.4,2022
Boston Celtics*,72,17380,40.4,87.0,.464,13.0,34.8,.374,27.4,52.3,.524,18.7,23.8,.785,9.5,33.5,43.0,24.3,7.5,4.7,14.3,19.5,112.5,2022
Toronto Raptors,72,17305,39.3,85.3,.461,14.0,36.9,.379,25.3,48.4,.523,19.9,25.0,.799,10.1,36.1,46.2,26.2,6.7,5.6,16.2,19.6,112.5,2022
Detroit Pistons,72,17430,41.9,88.1,.476,11.5,31.8,.362,30.4,56.3,.541,17.2,22.6,.760,10.1,34.8,44.9,25.1,8.1,5.9,14.1,20.7,112.5,2022
Charlotte Hornets,72,17355,41.8,89.3,.468,14.7,40.1,.366,27.2,49.2,.552,14.5,19.5,.745,10.8,35.0,45.8,27.4,8.2,4.9,14.9,18.9,112.8,2022
San Antonio Spurs,72,17480,42.4,89.8,.472,12.3,32.6,.377,30.1,57.2,.527,15.7,20.7,.758,10.2,37.2,47.4,24.8,6.3,5.1,13.2,18.6,112.8,2022
Dallas Mavericks*,72,17305,41.1,89.3,.460,13.2,36.2,.365,27.9,53.2,.525,17.6,23.1,.764,10.0,35.1,45.1,23.2,7.5,3.8,12.9,20.6,113.0,2022
Washington Wizards*,72,17405,41.1,87.3,.471,11.9,32.1,.369,29.2,55.2,.529,18.9,24.2,.781,9.8,34.2,43.9,23.3,7.8,4.6,14.0,21.0,113.0,2022
Atlanta Hawks*,72,17405,42.0,90.7,.463,12.1,34.8,.349,29.9,55.9,.534,17.2,21.5,.803,10.2,33.2,43.4,24.8,7.9,5.1,12.5,20.1,113.3,2022
New Orleans Pelicans,72,17430,41.5,88.5,.469,14.3,37.8,.380,27.1,50.7,.535,16.5,20.9,.790,8.9,32.6,41.4,25.7,7.6,5.9,13.2,21.1,113.8,2022
Brooklyn Nets*,72,17405,41.8,91.1,.459,13.2,36.1,.365,28.6,55.0,.521,17.0,21.9,.775,10.4,32.5,43.0,24.0,7.6,4.6,12.6,18.9,113.8,2022
Oklahoma City Thunder,72,17355,42.8,90.4,.473,13.4,36.8,.364,29.4,53.6,.548,15.1,19.5,.773,10.0,36.5,46.5,25.4,8.9,5.2,12.9,18.3,114.0,2022
Cleveland Cavaliers,72,17430,42.8,88.4,.484,12.6,33.0,.383,30.1,55.3,.545,16.2,20.8,.779,10.1,34.5,44.6,25.9,8.7,6.0,14.6,20.5,114.4,2022
Orlando Magic,72,17330,42.7,90.6,.471,13.9,37.2,.373,28.8,53.4,.539,15.3,19.5,.786,9.9,38.0,47.9,26.3,7.7,5.4,12.9,18.9,114.5,2022
Houston Rockets,72,17305,42.0,87.7,.480,13.2,34.6,.382,28.8,53.0,.544,17.6,22.5,.783,9.7,37.1,46.8,25.4,8.4,5.2,14.4,19.0,114.9,2022
Minnesota Timberwolves,72,17405,42.0,87.2,.482,12.8,32.7,.392,29.2,54.5,.536,18.1,23.0,.786,9.7,35.0,44.7,26.2,7.5,5.4,15.0,19.4,115.0,2022
Portland Trail Blazers*,72,17305,42.4,89.6,.473,13.1,35.1,.372,29.3,54.4,.538,18.2,23.1,.787,10.0,36.1,46.1,25.3,6.2,4.7,12.6,19.4,116.0,2022
Sacramento Kings,72,17305,43.5,89.3,.488,12.4,32.6,.380,31.1,56.7,.549,17.8,22.6,.787,10.6,34.5,45.2,25.3,7.6,4.7,13.7,18.7,117.2,2022
Boston Celtics*,82,19905,39.2,90.1,.434,12.1,35.7,.339,27.1,54.4,.497,16.5,21.1,.783,10.7,34.0,44.7,22.1,7.7,4.7,14.1,19.9,106.9,2023
Golden State Warriors*,82,19730,38.4,87.7,.438,12.4,36.4,.339,26.1,51.3,.509,17.6,23.2,.759,9.8,33.4,43.2,23.2,8.0,3.9,14.7,18.2,106.9,2023
Phoenix Suns*,82,19730,39.2,88.3,.444,11.6,34.2,.340,27.6,54.1,.510,17.3,22.7,.761,10.5,33.9,44.5,22.9,7.5,4.0,14.7,18.9,107.3,2023
Memphis Grizzlies*,82,19780,40.0,87.9,.455,11.9,34.2,.349,28.0,53.7,.522,17.1,22.2,.771,9.9,32.7,42.7,24.8,7.1,6.0,14.9,19.7,109.0,2023
Miami Heat*,82,19855,38.8,86.8,.447,13.4,39.5,.339,25.4,47.2,.537,18.1,23.2,.779,9.9,33.2,43.0,24.0,7.7,4.2,15.5,21.2,109.1,2023
Dallas Mavericks*,82,19755,40.7,89.2,.457,11.4,33.6,.340,29.3,55.6,.527,16.5,21.5,.767,9.9,35.7,45.6,24.5,7.3,3.8,13.7,21.0,109.4,2023
Cleveland Cavaliers,82,19730,41.0,90.5,.452,12.1,34.4,.353,28.8,56.1,.514,15.6,20.1,.774,10.9,33.6,44.5,25.0,8.7,4.8,13.9,20.7,109.7,2023
Los Angeles Clippers,82,19780,41.4,92.0,.450,11.9,34.4,.345,29.5,57.6,.513,15.4,19.9,.775,12.2,35.7,47.9,24.5,7.8,4.2,13.8,18.8,110.1,2023
Utah Jazz*,82,19730,41.5,91.7,.453,12.4,35.5,.350,29.1,56.1,.518,15.0,19.8,.758,10.1,32.6,42.7,24.0,8.0,4.4,12.3,20.8,110.5,2023
Toronto Raptors*,82,19855,40.2,87.1,.462,12.8,36.0,.354,27.5,51.1,.538,17.3,21.9,.789,10.7,34.8,45.5,26.1,6.9,5.2,16.3,19.7,110.5,2023
New York Knicks,82,19780,39.9,89.2,.447,13.1,38.3,.342,26.8,50.8,.527,17.6,23.1,.764,9.7,35.6,45.3,25.1,7.2,4.8,13.1,21.1,110.5,2023
Philadelphia 76ers*,82,19805,41.0,89.4,.458,11.7,33.9,.346,29.2,55.5,.527,17.2,22.3,.769,10.6,35.1,45.6,24.3,6.8,4.8,13.7,20.1,110.8,2023
Minnesota Timberwolves*,82,19780,39.7,86.1,.460,12.9,36.8,.350,26.8,49.3,.543,19.5,25.0,.780,10.9,34.4,45.2,25.8,7.1,4.8,16.1,20.6,111.7,2023
Milwaukee Bucks*,82,19755,41.2,90.3,.456,14.4,40.5,.356,26.8,49.9,.537,14.9,19.9,.751,9.9,34.1,44.0,25.8,7.4,4.3,13.0,19.6,111.8,2023
Denver Nuggets*,82,19805,41.7,88.8,.470,12.0,34.8,.346,29.7,54.0,.549,16.7,22.1,.757,9.8,33.2,43.0,25.8,8.0,4.9,13.0,20.2,112.1,2023
San Antonio Spurs,82,19805,42.2,90.5,.466,12.0,33.4,.360,30.2,57.2,.528,15.9,20.7,.767,11.3,35.2,46.5,23.9,7.3,4.9,13.7,18.8,112.3,2023
Orlando Magic,82,19780,40.9,89.3,.458,13.2,36.4,.363,27.7,52.8,.524,17.5,22.6,.772,10.4,36.9,47.3,24.9,8.0,5.2,13.2,18.4,112.5,2023
Brooklyn Nets*,82,19755,41.0,90.7,.452,12.6,36.5,.345,28.4,54.2,.523,18.3,23.2,.788,11.4,33.0,44.4,24.0,8.0,4.9,13.3,19.8,112.8,2023
Oklahoma City Thunder,82,19805,41.8,91.3,.458,13.7,39.0,.353,28.0,52.3,.536,15.4,20.0,.771,11.1,37.6,48.8,26.3,8.5,6.0,13.3,18.0,112.8,2023
New Orleans Pelicans*,82,19755,41.2,87.6,.471,13.3,36.4,.365,27.9,51.2,.546,17.2,21.9,.786,9.5,33.3,42.8,25.5,7.6,4.9,14.5,21.0,113.0,2023
Los Angeles Lakers,82,19980,41.9,89.1,.470,12.4,35.2,.352,29.5,53.8,.548,17.1,22.9,.747,10.8,35.0,45.8,25.8,8.2,4.1,13.8,19.8,113.3,2023
Chicago Bulls*,82,19730,42.0,88.7,.474,11.9,32.4,.366,30.2,56.3,.536,17.7,22.3,.795,9.5,34.4,43.8,25.4,7.2,5.1,13.3,18.4,113.6,2023
Charlotte Hornets,82,19880,41.6,89.2,.466,13.9,38.3,.362,27.7,50.9,.544,16.7,21.9,.763,11.2,35.2,46.5,26.2,7.4,4.6,14.8,19.4,113.7,2023
Detroit Pistons,82,19780,41.1,87.0,.473,11.9,32.9,.362,29.2,54.1,.540,19.7,25.4,.777,10.4,36.3,46.8,25.4,7.5,5.3,14.8,20.0,113.8,2023
Washington Wizards,82,19830,42.2,90.9,.464,11.7,32.5,.361,30.5,58.4,.522,18.4,22.8,.807,10.5,34.7,45.2,24.2,7.5,4.3,12.1,20.4,114.5,2023
Atlanta Hawks*,82,19705,42.8,91.0,.471,13.1,36.0,.364,29.7,54.9,.541,16.1,20.4,.792,10.4,34.4,44.8,26.0,7.2,4.6,13.0,20.8,114.9,2023
Sacramento Kings,82,19805,43.3,90.2,.479,12.9,34.8,.372,30.3,55.5,.547,15.9,20.4,.776,10.5,35.1,45.6,25.2,8.1,4.8,13.4,20.2,115.3,2023
Indiana Pacers,82,19880,42.9,88.8,.483,12.1,32.6,.372,30.8,56.3,.547,18.1,22.7,.797,10.3,33.3,43.5,25.4,8.2,4.9,13.4,19.4,116.1,2023
Houston Rockets,82,19755,42.9,88.8,.483,12.6,35.7,.353,30.3,53.1,.570,18.3,23.4,.782,11.0,34.1,45.1,25.3,9.3,5.7,13.9,21.8,116.7,2023
Portland Trail Blazers,82,19730,41.8,87.2,.479,14.0,37.7,.371,27.8,49.5,.561,19.4,24.9,.777,9.9,35.5,45.4,27.0,8.3,5.1,14.2,19.7,116.9,2023
Cleveland Cavaliers*,82,19880,40.4,86.4,.468,11.7,31.6,.368,28.7,54.7,.525,18.1,23.2,.782,10.1,32.5,42.7,23.8,7.3,4.5,16.2,21.1,110.6,2024
Memphis Grizzlies*,82,19780,40.1,88.4,.453,12.8,36.0,.355,27.3,52.4,.521,18.2,23.2,.787,10.8,32.9,43.7,26.0,6.7,5.1,14.9,19.7,111.2,2024
Boston Celtics*,82,19980,41.8,90.2,.463,11.6,33.7,.345,30.1,56.5,.534,16.2,21.1,.769,9.7,34.3,44.0,23.1,6.6,3.9,12.7,19.1,111.5,2024
Milwaukee Bucks*,82,19830,41.9,92.0,.456,11.9,33.7,.354,30.0,58.3,.514,16.1,20.7,.776,10.6,33.0,43.6,23.6,7.0,3.9,11.7,18.7,111.9,2024
Chicago Bulls,82,19905,40.9,87.4,.468,13.3,37.2,.357,27.6,50.2,.550,17.2,22.1,.779,9.7,33.8,43.5,26.1,6.7,4.8,15.1,18.8,112.2,2024
New Orleans Pelicans,82,19855,41.0,86.7,.472,12.2,36.0,.339,28.7,50.7,.567,18.4,23.6,.779,9.7,32.1,41.8,24.9,7.3,4.7,15.0,20.4,112.5,2024
Phoenix Suns*,82,19780,40.5,87.0,.466,11.6,32.5,.357,28.9,54.6,.530,20.4,26.0,.786,10.4,33.1,43.4,23.7,7.3,4.0,14.6,20.1,113.0,2024
Miami Heat*,82,19805,41.4,85.9,.482,13.6,36.9,.367,27.8,49.0,.569,17.0,21.8,.781,9.2,34.0,43.2,26.4,7.2,3.9,16.2,20.7,113.3,2024
Philadelphia 76ers*,82,19880,41.3,87.3,.473,11.9,34.1,.348,29.4,53.2,.553,18.9,24.2,.781,9.7,32.3,42.1,24.7,6.7,4.7,14.6,20.0,113.3,2024
Minnesota Timberwolves*,82,19830,41.1,87.2,.471,12.1,32.7,.369,29.0,54.5,.532,19.6,25.6,.766,11.1,32.8,43.9,24.6,8.1,4.0,15.1,19.8,113.8,2024
Los Angeles Lakers*,82,19880,43.0,91.7,.469,12.3,35.6,.344,30.7,56.1,.548,15.7,20.3,.773,10.8,33.0,43.8,25.1,7.4,5.0,12.3,21.0,113.9,2024
Toronto Raptors,82,19805,41.3,84.3,.491,12.5,33.4,.374,28.8,50.9,.567,18.8,23.6,.797,9.4,33.8,43.3,26.8,6.1,4.7,17.1,20.0,114.0,2024
Brooklyn Nets*,82,19730,41.6,89.8,.463,12.0,32.7,.367,29.6,57.1,.518,19.0,24.8,.767,11.7,34.1,45.8,23.7,7.1,3.9,13.9,18.8,114.1,2024
Denver Nuggets*,82,19755,42.4,88.7,.478,11.6,33.6,.344,30.8,55.2,.559,17.9,23.0,.775,10.3,31.1,41.5,26.1,8.0,4.3,13.7,19.8,114.2,2024
Orlando Magic,82,19780,41.4,87.1,.476,13.0,37.0,.351,28.4,50.1,.567,18.4,23.1,.796,9.5,32.6,42.1,25.9,7.7,5.1,14.7,20.5,114.2,2024
Oklahoma City Thunder,82,19855,41.1,86.7,.474,12.7,35.3,.358,28.4,51.4,.553,19.3,25.0,.771,11.7,34.0,45.7,25.4,6.8,5.4,16.4,20.0,114.2,2024
Golden State Warriors*,82,19830,41.4,88.4,.469,12.6,34.7,.364,28.8,53.7,.536,18.9,24.6,.769,10.5,31.8,42.3,25.1,7.7,3.9,14.0,18.0,114.4,2024
Los Angeles Clippers*,82,19830,42.4,89.5,.474,12.4,33.8,.365,30.0,55.6,.539,17.5,22.6,.771,10.4,33.3,43.7,25.3,7.9,4.2,13.2,19.8,114.5,2024
New York Knicks*,82,19955,41.4,89.5,.462,13.2,37.1,.357,28.2,52.5,.537,18.8,24.1,.782,10.3,32.4,42.7,25.5,6.1,4.6,12.9,21.0,114.8,2024
Charlotte Hornets,82,19830,42.3,88.7,.477,12.0,33.7,.357,30.2,55.0,.550,18.7,23.6,.795,10.7,34.7,45.5,25.5,6.9,5.7,14.1,20.0,115.3,2024
Washington Wizards,82,19755,42.9,90.8,.473,12.1,33.1,.366,30.8,57.6,.534,17.7,22.1,.798,10.9,32.6,43.5,25.1,7.2,5.0,12.4,19.6,115.6,2024
Atlanta Hawks*,82,19855,43.1,88.8,.486,11.8,33.0,.356,31.4,55.8,.562,18.3,22.8,.803,10.4,33.0,43.4,25.6,7.4,5.0,13.9,19.4,116.3,2024
Dallas Mavericks,82,19930,42.7,88.1,.485,11.4,32.4,.352,31.3,55.7,.562,19.9,25.5,.781,10.4,35.4,45.7,25.5,6.5,3.9,13.4,22.3,116.7,2024
Utah Jazz,82,19805,42.9,90.6,.473,12.3,34.1,.361,30.5,56.5,.540,18.6,24.0,.776,11.1,31.9,43.0,24.7,7.7,4.9,12.4,20.2,116.7,2024
Sacramento Kings*,82,19830,43.3,87.9,.492,12.3,33.1,.373,31.0,54.9,.564,17.9,22.7,.787,9.6,32.2,41.7,26.4,7.2,4.1,14.1,20.6,116.8,2024
Indiana Pacers,82,19755,42.6,88.0,.485,12.2,32.8,.373,30.4,55.2,.551,20.2,25.2,.800,11.9,32.7,44.6,26.0,7.8,5.3,14.8,19.9,117.7,2024
Portland Trail Blazers,82,19730,43.5,88.6,.491,12.7,33.5,.379,30.8,55.0,.559,19.2,24.4,.787,10.6,33.2,43.7,27.3,7.9,4.3,13.7,20.7,118.8,2024
Detroit Pistons,82,19805,43.2,88.4,.489,12.0,33.4,.360,31.2,54.9,.568,20.4,26.3,.777,11.0,33.9,44.9,25.8,7.7,5.5,13.6,21.0,118.9,2024
Houston Rockets,82,19755,42.7,88.7,.482,14.6,39.1,.374,28.1,49.6,.567,19.3,24.4,.794,10.6,31.2,41.8,26.3,8.8,6.2,13.2,20.8,119.3,2024
San Antonio Spurs,82,19855,45.0,88.7,.507,12.3,31.5,.391,32.6,57.2,.571,17.8,23.1,.770,10.4,33.4,43.9,26.1,7.9,5.1,13.5,18.0,120.0,2024
Minnesota Timberwolves*,82,19805,39.9,88.8,.450,11.7,33.0,.354,28.2,55.8,.506,17.5,22.4,.781,10.5,31.9,42.4,25.1,7.7,4.6,14.5,20.3,109.0,2025
Orlando Magic*,82,19780,40.9,86.2,.474,11.8,33.0,.358,29.0,53.2,.546,17.8,22.8,.780,9.1,31.8,40.9,24.5,8.3,4.7,15.4,21.4,111.3,2025
Boston Celtics*,82,19830,42.4,93.6,.453,13.2,37.5,.352,29.2,56.1,.520,13.6,17.7,.768,11.3,33.0,44.3,25.4,6.4,3.8,12.3,17.6,111.6,2025
Oklahoma City Thunder*,82,19805,40.4,88.9,.455,13.4,37.0,.361,27.0,51.8,.522,18.0,22.8,.789,11.7,32.7,44.5,26.8,7.1,5.1,15.6,18.8,112.1,2025
Miami Heat*,82,19755,41.6,89.1,.467,13.4,38.1,.353,28.2,51.0,.553,15.5,19.9,.780,9.6,34.7,44.3,27.4,6.9,4.9,14.2,19.6,112.2,2025
Cleveland Cavaliers*,82,19805,41.4,89.5,.463,12.8,34.6,.371,28.6,54.9,.521,17.0,21.5,.791,10.3,33.4,43.6,25.8,7.9,5.1,13.9,19.2,112.7,2025
New Orleans Pelicans*,82,19705,41.3,89.0,.464,13.8,39.5,.349,27.5,49.5,.555,16.6,21.1,.783,10.3,32.9,43.2,27.3,6.7,5.3,14.5,18.7,112.9,2025
Denver Nuggets*,82,19705,41.9,90.7,.462,11.6,32.5,.355,30.3,58.1,.522,17.7,22.9,.772,11.2,32.4,43.6,26.5,7.3,5.0,12.8,18.5,113.0,2025
Houston Rockets,82,19855,40.8,88.3,.463,12.4,35.5,.348,28.5,52.8,.540,19.3,25.2,.767,10.7,34.2,45.0,24.4,7.3,5.9,13.8,19.7,113.4,2025
New York Knicks*,82,19730,42.2,89.8,.470,13.1,35.9,.365,29.1,53.8,.540,15.8,20.7,.764,10.7,31.8,42.6,26.8,7.1,5.5,13.8,20.0,113.4,2025
Philadelphia 76ers*,82,19780,41.3,88.3,.468,12.2,34.4,.354,29.1,53.9,.541,19.0,24.0,.791,11.2,34.1,45.3,26.7,6.3,6.3,14.9,18.9,113.8,2025
Memphis Grizzlies,82,19780,41.8,88.1,.474,13.6,35.9,.378,28.2,52.2,.541,17.2,22.1,.779,10.8,35.4,46.2,26.9,8.3,6.6,15.3,19.0,114.3,2025
Phoenix Suns*,82,19780,42.5,91.7,.464,13.3,36.4,.364,29.3,55.3,.529,16.3,21.0,.774,11.1,30.7,41.8,26.6,8.5,4.6,12.9,19.9,114.6,2025
Sacramento Kings,82,19855,41.8,87.0,.480,13.1,33.9,.387,28.6,53.1,.539,18.5,23.1,.800,9.1,33.5,42.7,27.0,7.4,4.5,13.9,18.4,115.2,2025
Golden State Warriors,82,19830,42.1,90.5,.466,13.3,37.0,.359,28.9,53.5,.539,17.7,22.4,.788,10.9,32.1,42.9,26.7,7.7,5.0,13.0,17.9,115.2,2025
